A01nficha;A01uf;localidade;setor_distrito;morador_id;index;idade_calculada;E02_1;E02_2;E02_3;E03;E03_1;E03_1_1;E03_2;E03_2_1;E04;E04_1;E04_1_1;E05;E06;E06_1;E07;E08;E08_1;E09;E10;E11;E12;E13;E14;E15_A;E15_B;E15_1;E16;E16_1;E17;E18;E19;E19_1;E20;E20_1;E21;E22;E22_1;F01;F02;F03_1;F03_2;F04;F05_1;F05_2;F05_3;F05_4;G01;G02;G03;G04;G05;G06;G06_1;G06_2;H01;H02;H03;H04_1;H04_2;H04_3;H04_4;H05_1;H05_2;H05_3;H05_4;H05_5;H05_6;H05_7;H05_8;H05_9;H05_10;H05_11;H06;H07;H08;H09;H10;H11;H12;H13;I01;I02;I03_1;I03_1_1;I03_1_1_r;I03_2;I03_2_1;I03_2_1_r;I04;I05;I05_1;I06;I07;I08;I09_1;I09_2;I09_3;I09_4;I09_5;I09_6;I09_7;I09_8;I09_9;I10;I13;I14;I15;I16;I18;I19;I20;I20_r;I21;I21_r;I22_1;I22_1_r;I22_2;I22_2_r;I23;renda_ind;renda_ind_r;infla_ipcadf;id_genero;orientacao_sx;lgbtqiam;escolaridade;peso_mor
15202;52;5241;43;15202-4;4;18;2005-06-20;99999;99999;2;2;99999;8;99999;4;99999;99999;1;12;99999;1;3;99999;2;4;4;4;4;4;76;52;76520025;2;1;99999;15;99999;99999;99999;5241;1;2;99999;1;0;0;1;1;2;1;1;2;1;1;4;41;2;2;99999;99999;1;1;99999;2;1;3;3;1;2;2;2;2;2;2;2;2;99999;1;4;9;1;2;99999;99999;99999;99999;1;1;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;88888;99999;5;99999;99999;0,984258285;1;2;2;6;189,1594256
1510;52;5241;43;01510-2;2;50;99999;99999;50;1;1;99999;10;99999;2;99999;99999;1;2;99999;2;1;01510-1;1;3;4;4;4;4;76;53;7653;99999;99999;0;0;7653;765319;7653;765319;6;2;99999;1;1;0;1;1;1;1;1;2;1;2;4;3;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;1;15;0;40;1;21;2;1;2;2;2;2;2;99999;2;4;3;99999;99999;99999;1;1;88888;99999;0;0;99999;99999;88888;99999;12;99999;99999;0,989671705;1;2;2;5;151,9940336
15852;52;5241;43;15852-3;3;19;2004-11-19;99999;99999;1;1;99999;10;99999;4;99999;99999;4;1;99999;2;1;15852-6;2;3;4;4;4;4;76;53;7653;99999;99999;19;19;99999;99999;7652;5241;99999;2;99999;1;0;0;0;1;2;1;1;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;1;2;99999;99999;2;99999;99999;1;6;0;40;1;41;2;2;2;2;2;2;1;99999;7;1;7;99999;2;2;99999;2;2000;2014,02448;0;0;99999;99999;88888;99999;14;99999;99999;0,993036589;1;2;2;5;166,5917152
836;52;5241;43;00836-5;5;6;2017-05-30;99999;99999;1;99999;99999;99999;99999;4;99999;99999;4;12;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;6;6;99999;99999;7652;5241;99999;99999;99999;0;0;0;0;1;2;2;1;2;2;99999;99999;99999;1;99999;99999;99999;2;1;99999;1;1;1;41;1;2;2;2;2;2;2;2;2;99999;1;2;4;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,974884044;99999;99999;99999;2;186,6059741
22782;52;5241;43;22782-1;1;53;1970-04-13;99999;99999;2;2;99999;8;99999;1;1;22782-2;1;1;99999;2;1;22782-3;2;4;4;4;4;4;76;25;76251080;99999;99999;28;28;99999;99999;7652;5241;1;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;1;6;17;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;8;2;8;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;400;410,3052077;0;0;40;400;410,3052077;0,974884044;1;2;2;2;107,6092576
17463;52;5241;43;17463-2;2;35;99999;99999;35;1;1;99999;10;99999;2;99999;99999;4;2;99999;2;1;17463-1;1;4;4;4;4;4;76;27;76270430;99999;99999;13;13;99999;99999;7652;5241;2;2;99999;1;0;0;1;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;1;1;2;99999;99999;2;99999;99999;1;0;1;40;1;9;2;2;2;2;1;2;2;99999;5;4;3;99999;99999;99999;1;1;88888;99999;0;0;99999;99999;88888;99999;7;99999;99999;0,989671705;1;2;2;5;274,0043396
2600;52;5241;43;02600-3;3;16;2007-12-10;99999;99999;1;99999;99999;99999;99999;10;99999;99999;4;12;99999;1;3;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;16;16;99999;99999;7652;5241;99999;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;1;99999;1;1;2;41;2;2;2;2;2;2;2;1;2;99999;8;1;5;2;99999;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;2;0;0;0,984258285;99999;99999;99999;4;166,5917152
21551;52;5241;43;21551-1;1;55;99999;99999;55;1;1;99999;8;99999;1;99999;99999;4;1;99999;1;3;99999;2;3;4;4;4;4;76;22;76221100;99999;99999;20;20;99999;99999;7652;5241;2;99999;99999;0;0;0;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;4;2;2;2;99999;99999;2;99999;99999;1;20;0;40;1;9;1;2;2;2;2;2;2;99999;1;5;7;99999;2;2;99999;2;88888;99999;88888;99999;99999;99999;0;0;6;99999;99999;0,984258285;1;1;1;2;105,8383827
5935;52;5241;43;05935-1;1;44;1980-01-14;99999;99999;1;1;99999;10;99999;1;1;05935-2;2;1;99999;2;1;05935-2;2;4;4;4;4;4;76;29;76290390;99999;99999;14;14;99999;99999;7652;5241;2;2;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;1;41;2;99999;99999;99999;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;1;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;10;0;0;0,982195674;1;2;2;8;191,6599601
9463;52;5241;43;09463-4;4;26;99999;99999;26;2;2;99999;8;99999;7;99999;99999;4;2;99999;1;2;99999;2;4;4;4;4;4;76;29;76291930;99999;99999;0;0;7629;76291930;7629;76291930;2;1;7653;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;1;1;19;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;1;1;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;20;0;0;0,974884044;1;2;2;5;210,7845276
11251;52;5241;43;11251-3;3;54;99999;99999;54;1;1;99999;10;99999;9;99999;99999;1;1;99999;4;2;99999;1;3;4;4;4;4;76;21;76210120;99999;99999;10;10;7653;765309;7652;5241;6;1;7653;1;0;1;0;1;2;1;1;2;1;1;1;41;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;1;20;0;36;1;1;2;1;2;2;2;2;2;99999;2;8;3;99999;99999;99999;1;1;88888;99999;0;0;99999;99999;88888;99999;5;99999;99999;0,982195674;1;2;2;5;151,9940336
14056;52;5241;43;14056-2;2;37;99999;99999;37;1;1;99999;10;99999;5;99999;99999;4;12;99999;1;2;99999;2;4;4;4;4;4;76;21;76210530;99999;99999;28;28;99999;99999;7652;5241;1;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;88888;1;1;2;99999;99999;2;99999;99999;1;9;0;40;1;41;2;2;1;2;2;2;2;99999;3;2;7;99999;1;1;99999;1;2500;2539,9837;40;40,6397392;99999;99999;0;0;5;2540;2580,623439;0,984258285;1;2;2;2;274,0043396
8243;52;5241;43;08243-3;3;0;2023-06-29;99999;99999;2;99999;99999;99999;99999;4;99999;99999;4;12;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;76;53;7653;99999;99999;0;0;99999;99999;99999;99999;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;4;41;1;99999;99999;99999;99999;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,974884044;99999;99999;99999;8;241,2187412
15532;52;5241;43;15532-2;2;39;1984-07-25;99999;99999;2;2;99999;8;99999;2;99999;99999;4;1;99999;2;1;15532-1;1;3;4;4;4;4;76;29;76291460;99999;99999;15;15;99999;99999;7652;5241;2;1;7653;1;0;1;0;1;2;1;2;2;1;1;1;41;2;1;3;19;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;1;10;0;40;1;1;2;1;2;2;2;2;2;99999;2;7;4;99999;99999;99999;2;2;88888;99999;0;0;99999;99999;88888;99999;30;99999;99999;0,982195674;1;2;2;5;267,5535261
5380;52;5241;43;05380-1;1;46;99999;99999;46;1;1;99999;10;99999;1;99999;99999;4;1;99999;1;2;99999;2;4;4;4;4;4;76;22;76221000;99999;99999;0;0;7622;76221000;7622;76221000;2;99999;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;2;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;3;1;1;2;99999;99999;2;99999;99999;1;0;1;40;1;41;2;2;2;2;2;1;2;99999;6;2;3;99999;99999;99999;1;1;1412;1421,901283;0;0;99999;99999;88888;99999;14;99999;99999;0,993036589;1;2;2;2;157,0236953
4222;52;5241;43;04222-1;1;37;1986-12-09;99999;99999;1;1;99999;10;99999;1;2;99999;4;2;99999;2;1;04222-2;1;4;4;4;4;4;76;29;76293090;99999;99999;20;20;99999;99999;7652;5241;1;2;99999;1;0;0;1;1;2;1;2;2;1;1;1;41;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;2;1;2;2;2;99999;99999;2;99999;99999;1;11;0;44;1;1;1;2;2;2;2;2;2;99999;1;8;3;99999;99999;99999;1;1;88888;99999;0;0;99999;99999;88888;99999;2;99999;99999;0,982195674;1;2;2;4;274,0043396
15082;52;5241;43;15082-3;3;26;1998-04-10;99999;99999;1;1;99999;10;99999;4;99999;99999;4;1;99999;1;3;99999;1;4;4;4;4;4;76;53;7653;99999;99999;26;26;99999;99999;7652;5241;99999;2;99999;1;0;0;1;1;1;1;1;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;1;2;0;40;1;41;2;1;2;2;2;2;2;99999;2;1;3;99999;99999;99999;1;1;2000;2014,02448;0;0;99999;99999;88888;99999;2;99999;99999;0,993036589;1;2;2;5;314,2108888
13092;52;5241;43;13092-1;1;69;99999;99999;69;1;1;99999;10;99999;1;1;13092-2;4;3;99999;2;1;13092-2;2;3;3;4;4;3;76;29;76290430;99999;99999;40;40;99999;99999;7652;5241;2;2;99999;1;0;1;0;1;2;1;2;2;1;1;4;41;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;5;2;2;1;88888;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;14;99999;99999;0,984258285;1;2;2;2;132,2186789
12838;52;5241;43;12838-3;3;15;2008-08-18;99999;99999;1;99999;99999;99999;99999;4;99999;99999;2;2;99999;1;3;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;15;15;99999;99999;7652;5241;99999;2;99999;1;0;1;0;1;2;1;2;2;1;1;1;41;2;99999;99999;99999;1;1;99999;1;1;3;41;2;2;2;2;2;2;2;2;1;99999;9;2;5;1;99999;99999;99999;99999;99999;1;1;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;5;0;0;0,984258285;99999;99999;99999;4;166,5917152
6837;52;5241;43;06837-4;4;9;99999;99999;9;1;99999;99999;99999;99999;4;99999;99999;1;1;99999;99999;99999;99999;99999;3;4;4;4;4;76;53;7653;99999;99999;9;9;99999;99999;7652;5241;99999;99999;99999;1;0;0;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;1;99999;1;1;1;41;2;1;2;2;2;2;2;2;2;99999;2;1;4;4;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,989671705;99999;99999;99999;2;186,6059741
7254;52;5241;43;07254-1;1;26;1997-10-14;99999;99999;2;2;99999;8;99999;1;1;07254-2;4;1;99999;2;1;07254-2;2;4;4;4;4;4;76;22;76220840;99999;99999;23;23;99999;99999;7652;5241;1;2;99999;1;0;0;1;1;2;1;1;2;1;1;4;41;2;1;2;18;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;1;1;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;800;805,609792;0;0;18;800;805,609792;0,993036589;1;2;2;5;210,7845276
12963;52;5241;43;12963-2;2;40;1983-07-05;99999;99999;1;1;99999;10;99999;2;99999;99999;2;1;99999;2;1;12963-1;1;4;4;4;4;4;76;22;76220580;99999;99999;21;21;99999;99999;7652;5241;2;2;99999;1;0;1;0;1;2;1;1;2;1;1;1;4;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;6;2;2;2;99999;99999;2;99999;99999;1;15;0;40;1;41;2;1;2;2;2;2;2;99999;2;4;7;99999;1;1;99999;1;3500;3563,444732;0;0;99999;99999;88888;99999;2;99999;99999;0,982195674;1;2;2;2;191,6599601
1575;52;5241;43;01575-3;3;17;99999;99999;17;1;99999;99999;99999;99999;4;99999;99999;1;5;99999;1;3;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;4;4;7653;765303;7652;5241;1;2;99999;1;0;1;0;1;1;1;1;2;2;99999;99999;99999;2;99999;99999;99999;1;1;99999;1;1;3;41;2;2;2;2;2;2;2;2;1;99999;9;3;5;2;99999;99999;99999;99999;99999;1;1;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;10;0;0;0,982195674;99999;99999;99999;4;166,5917152
11780;52;5241;43;11780-5;5;3;99999;99999;3;1;99999;99999;99999;99999;10;99999;99999;1;2;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;99999;99999;2;2;7653;765309;99999;99999;1;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;1;41;2;99999;99999;99999;99999;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,989671705;99999;99999;99999;8;258,2652383
15852;52;5241;43;15852-1;1;44;99999;99999;44;1;1;99999;10;99999;1;1;15852-2;1;12;99999;2;1;15852-2;1;3;4;4;4;4;76;23;76230560;99999;99999;20;20;99999;99999;7652;5241;1;2;99999;1;0;0;1;1;2;1;1;2;2;99999;99999;99999;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;5;2;2;2;99999;99999;2;99999;99999;1;20;0;40;1;33;2;1;2;2;2;2;2;99999;2;4;7;99999;2;2;99999;2;3000;3021,03672;0;0;400;402,804896;88888;99999;3;99999;99999;0,993036589;1;2;2;2;191,6599601
893;52;5241;43;00893-2;2;61;1963-01-19;99999;99999;2;2;99999;8;99999;2;99999;99999;4;3;99999;2;1;00893-1;2;3;4;4;4;4;76;29;76291800;99999;99999;29;29;99999;99999;7652;5241;3;1;9;1;0;0;1;1;2;1;2;2;1;1;4;41;2;1;8;14;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;5;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;99999;99999;99999;99999;99999;99999;0;0;40;0;0;0,989671705;1;2;2;2;123,9342705
11310;52;5241;43;11310-1;1;45;99999;99999;45;2;2;99999;8;99999;1;1;11310-2;4;3;99999;2;1;11310-2;2;3;4;4;4;4;76;22;76220390;99999;99999;23;23;99999;99999;7652;5241;2;2;99999;1;0;0;1;1;2;1;1;2;1;1;1;41;1;1;2;23;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;7;2;2;2;99999;99999;2;99999;99999;1;15;0;40;1;20;1;2;2;2;2;2;2;99999;1;6;3;99999;99999;99999;1;1;2500;2539,9837;0;0;200;203,198696;88888;99999;3;99999;99999;0,984258285;1;2;2;2;171,5223175
14828;52;5241;43;14828-4;4;2;99999;99999;2;1;99999;99999;99999;99999;4;99999;99999;1;2;99999;99999;99999;99999;99999;4;4;4;4;4;76;21;76210530;99999;99999;2;2;99999;99999;99999;99999;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;88888;88888;41;2;99999;99999;99999;99999;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0,982195674;99999;99999;99999;8;258,2652383
9462;52;5241;43;09462-2;2;58;1965-07-15;99999;99999;2;2;99999;8;99999;2;99999;99999;2;1;99999;2;1;09462-1;2;2;4;4;4;4;76;22;76220440;99999;99999;30;30;99999;99999;7652;5241;2;2;99999;1;0;1;0;1;2;2;2;88888;1;1;1;41;2;1;4;26;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;5;2;2;1;1320;1343,927728;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;20;1320;1343,927728;0,982195674;1;2;2;2;132,7216726
17863;52;5241;43;17863-2;2;54;1969-04-19;99999;99999;1;1;99999;10;99999;2;99999;99999;4;12;99999;2;1;17863-1;1;4;3;2;4;2;76;53;7653;99999;99999;27;27;99999;99999;7652;5241;6;2;99999;0;0;0;0;2;99999;99999;99999;99999;1;2;4;3;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;1;37;0;40;1;1;1;2;2;2;2;2;2;99999;1;6;1;2;99999;99999;99999;1;2500;2564,407548;0;0;99999;99999;88888;99999;88888;99999;99999;0,974884044;1;2;2;5;151,9940336
7784;52;5241;43;07784-1;1;38;1985-03-23;99999;99999;1;1;99999;10;99999;1;1;07784-2;4;2;99999;2;1;07784-2;1;4;4;4;4;4;76;26;76260010;99999;99999;25;25;99999;99999;7652;5241;1;2;99999;1;0;0;1;1;2;1;2;2;1;1;1;41;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;1;5;0;40;1;41;2;1;2;2;2;2;2;99999;2;1;3;99999;99999;99999;2;2;1320;1343,927728;0;0;99999;99999;88888;99999;8;99999;99999;0,982195674;1;2;2;5;274,0043396
18436;52;5241;43;18436-2;2;15;2008-07-07;99999;99999;2;99999;99999;99999;99999;5;99999;99999;4;1;99999;1;3;99999;99999;2;4;4;4;4;76;53;7653;99999;99999;15;15;99999;99999;7652;5241;99999;2;99999;1;0;0;1;1;2;1;2;2;1;1;1;41;2;2;99999;99999;1;1;99999;1;1;3;41;2;2;2;2;2;2;2;2;1;99999;9;2;5;1;99999;99999;99999;99999;99999;1;1;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;18;0;0;0,974884044;99999;99999;99999;4;189,1594256
17924;52;5241;43;17924-3;3;31;99999;99999;31;1;1;99999;10;99999;4;99999;99999;4;3;99999;1;3;99999;2;4;4;4;4;4;76;25;76251130;99999;99999;28;28;99999;99999;7652;5241;1;2;99999;1;0;0;1;1;1;1;1;2;1;2;2;1;1;99999;99999;99999;1;1;99999;2;1;3;41;1;2;2;2;2;2;2;2;2;99999;1;4;9;8;2;99999;99999;99999;99999;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;99999;99999;99999;99999;99999;99999;0;0;7;0;0;0,984258285;1;2;2;6;202,3018037
8165;52;5241;43;08165-1;1;51;99999;99999;51;1;1;99999;10;99999;1;2;99999;1;2;99999;2;1;08165-2;1;4;4;4;4;4;76;53;7653;99999;99999;25;25;99999;99999;7652;5241;6;2;99999;1;0;0;1;1;1;1;1;2;1;1;1;9;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999;2;99999;99999;1;36;0;40;1;1;1;2;2;2;2;2;2;99999;1;5;3;99999;99999;99999;1;1;2500;2539,9837;0;0;99999;99999;88888;99999;1;99999;99999;0,984258285;1;2;2;5;151,9940336
24545;52;5241;43;24545-2;2;28;99999;99999;28;2;2;99999;8;99999;2;99999;99999;4;3;99999;2;1;24545-1;2;4;3;4;3;4;76;26;76261110;99999;99999;10;10;7626;76261110;7652;5241;1;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;1;3;18;2;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;1;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;40;0;0;0,989671705;1;2;2;2;210,7845276
1365;52;5241;43;01365-2;2;41;99999;99999;41;2;2;99999;8;99999;5;99999;99999;1;3;99999;4;2;99999;1;3;4;4;4;4;76;53;7653;99999;99999;41;41;99999;99999;7652;5241;99999;2;99999;1;1;0;1;1;1;1;1;2;1;2;4;1;1;1;1;20;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;88888;2;2;2;99999;99999;2;99999;99999;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999;99999;99999;99999;99999;0;0;88888;0;0;0,989671705;1;2;2;7;166,8641084
10449;52;5242;49;10449-5;5;0;2023-10-18;99999;99999;1;99999;99999;99999;99999;5;99999;99999;4;12;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;76;52;76520030;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;1;40;2;99999;99999;99999;99999;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;1;99999;99999;99999;8;22,76838261
20084;52;5242;49;20084-3;3;50;99999;99999;50;1;1;99999;5;99999;4;99999;99999;1;1;99999;1;3;99999;2;4;4;4;4;4;76;52;76520030;2;2;99999;99999;99999;99999;99999;5242;99999;2;99999;1;0;1;0;1;2;1;1;2;1;1;1;40;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;88888;99999;99999;88888;2;2;99999;99999;2;99999;99999;1;45;0;44;1;40;2;2;1;2;2;2;2;99999;3;88888;7;99999;88888;88888;99999;2;88888;99999;0;0;99999;99999;88888;99999;14;99999;99999;1;1;2;2;8;10,8465123
